# call_id> primární klíč
# finish_time> čas ukončení hovoru
# length> délka hovoru
# time_block> časový blok po 15 minutách
# workstation_address> ID pracovní stanice (počítače)
# target_time_block_id>
# source_time_block_id
# target_service_cdn>
# source_service_cdn>
# source_service_id>
# target_service_id>
# operator> telefonní operátor (O2, T-mobile...)
# wup_question_id> z ope_wup_logs
# wup_answer_id z ope_wup_logs

"call_id","finish_time","length","time_block","workstation_address","target_time_block_id","source_time_block_id","target_service_cdn","source_service_cdn","source_service_id","target_service_id","operator","wup_question_id","wup_answer_id"
"","2014-02-09 15:08:00","39","2014-02-09 15:00:00","33108","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"","2014-04-30 23:01:00","54","2014-04-30 23:00:00","33203","NULL","NULL","12300","12801","7","3","-2","NULL","NULL"
"","2013-11-07 19:39:00","27","2013-11-07 19:30:00","33302","NULL","NULL","12300","12801","7","3","-2","NULL","NULL"
"","2014-01-13 10:38:00","112","2014-01-13 10:30:00","34706","NULL","NULL","12999","12801","7","6","-2","NULL","NULL"
"","2014-04-24 09:08:00","64","2014-04-24 09:00:00","33701","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"00001121601409061491","2014-08-26 15:58:12","22","2014-08-26 15:45:00","33603","NULL","NULL","12300","12801","7","3","-2","NULL","NULL"
"","2013-12-19 02:14:00","49","2013-12-19 02:00:00","34604","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"","2014-02-24 10:25:00","46","2014-02-24 10:15:00","33808","NULL","NULL","12300","12801","7","3","-2","NULL","NULL"
"","2014-05-20 10:53:00","33","2014-05-20 10:45:00","33609","NULL","NULL","12300","12801","7","3","-2","NULL","NULL"
"00001118271410998763","2014-09-18 02:06:04","88","2014-09-18 02:00:00","33203","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"00001093501408282822","2014-08-17 15:40:23","29","2014-08-17 15:30:00","34220","NULL","NULL","12300","12801","7","3","-2","NULL","NULL"
"00001131061406728590","2014-07-30 15:56:31","28","2014-07-30 15:45:00","34217","NULL","NULL","12300","12801","7","3","-2","NULL","NULL"
"","2014-04-09 14:09:00","36","2014-04-09 14:00:00","34206","NULL","NULL","12300","12801","7","3","-2","NULL","NULL"
"","2014-02-10 09:11:00","50","2014-02-10 09:00:00","33509","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"00001123041407581185","2014-08-09 12:46:26","87","2014-08-09 12:45:00","33604","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"","2014-04-08 07:34:00","56","2014-04-08 07:30:00","33808","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"","2014-04-26 10:46:00","36","2014-04-26 10:45:00","33408","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"00001110521402677117","2014-06-13 18:31:58","58","2014-06-13 18:30:00","33409","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"00001094391403960718","2014-06-28 15:05:19","32","2014-06-28 15:00:00","34201","NULL","NULL","12300","12801","7","3","-2","NULL","NULL"
"00001064141402394260","2014-06-10 11:57:41","51","2014-06-10 11:45:00","33302","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"","2013-11-10 19:59:00","55","2013-11-10 19:45:00","34706","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"00001040281408348550","2014-08-18 09:55:51","44","2014-08-18 09:45:00","33405","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"","2014-04-02 09:37:00","52","2014-04-02 09:30:00","33404","NULL","NULL","12300","12801","7","3","-2","NULL","NULL"
"","2014-05-06 09:09:00","137","2014-05-06 09:00:00","33302","NULL","NULL","12300","12801","7","3","-2","NULL","NULL"
"","2013-12-01 14:49:00","89","2013-12-01 14:45:00","33405","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"","2014-01-21 18:17:00","21","2014-01-21 18:15:00","33703","NULL","NULL","12300","12801","7","3","-2","NULL","NULL"
"","2014-05-02 19:19:00","22","2014-05-02 19:15:00","33404","NULL","NULL","12300","12801","7","3","-2","NULL","NULL"
"","2014-04-17 10:10:00","34","2014-04-17 10:00:00","34216","NULL","NULL","12300","12801","7","3","-2","NULL","NULL"
"","2014-03-25 14:12:00","211","2014-03-25 14:00:00","33301","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"","2014-01-02 12:22:00","41","2014-01-02 12:15:00","33103","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"","2014-05-01 17:43:00","61","2014-05-01 17:30:00","33309","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"","2014-05-15 19:09:00","23","2014-05-15 19:00:00","33606","NULL","NULL","12300","12801","7","3","-2","NULL","NULL"
"00001079651404509458","2014-07-04 23:30:59","118","2014-07-04 23:30:00","33406","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"","2014-02-02 14:26:00","52","2014-02-02 14:15:00","33505","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"","2014-04-16 09:25:00","58","2014-04-16 09:15:00","33506","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"","2014-05-24 12:36:00","61","2014-05-24 12:30:00","33507","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"00001005851409306952","2014-08-29 12:09:13","52","2014-08-29 12:00:00","33504","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"","2014-05-03 17:57:00","57","2014-05-03 17:45:00","33702","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"","2013-12-03 10:33:00","26","2013-12-03 10:30:00","33610","NULL","NULL","12300","12801","7","3","-2","NULL","NULL"
"00001048321407485713","2014-08-08 10:15:14","72","2014-08-08 10:15:00","34210","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"00001034521406308472","2014-07-25 19:14:33","31","2014-07-25 19:00:00","33806","NULL","NULL","12300","12801","7","3","-2","NULL","NULL"
"","2013-12-12 10:38:00","16","2013-12-12 10:30:00","33608","NULL","NULL","12300","12801","7","3","-2","NULL","NULL"
"","2014-05-09 11:19:00","35","2014-05-09 11:15:00","33605","NULL","NULL","12300","12801","7","3","-2","NULL","NULL"
"00001030081409228848","2014-08-28 14:27:29","85","2014-08-28 14:15:00","33503","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"","2014-03-09 14:49:00","40","2014-03-09 14:45:00","33710","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"00001087511403173190","2014-06-19 12:19:51","19","2014-06-19 12:15:00","33605","NULL","NULL","12300","12801","7","3","-2","NULL","NULL"
"","2014-01-09 00:43:00","56","2014-01-09 00:30:00","34611","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"","2013-12-28 18:14:00","134","2013-12-28 18:00:00","33706","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"","2013-11-19 15:39:00","22","2013-11-19 15:30:00","33608","NULL","NULL","12300","12801","7","3","-2","NULL","NULL"
"00001057311412414296","2014-10-04 11:18:18","55","2014-10-04 11:15:00","33605","NULL","NULL","12300","12801","7","3","-2","NULL","NULL"
"00001070811410686610","2014-09-14 11:23:31","36","2014-09-14 11:15:00","33702","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"","2013-12-09 19:42:00","97","2013-12-09 19:30:00","33704","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"","2014-05-09 11:57:00","32","2014-05-09 11:45:00","33609","NULL","NULL","12300","12801","7","3","-2","NULL","NULL"
"","2013-11-09 01:26:00","85","2013-11-09 01:15:00","34601","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"","2014-05-02 16:53:00","107","2014-05-02 16:45:00","33508","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"","2013-10-02 15:44:00","31","2013-10-02 15:30:00","33708","NULL","NULL","12300","12801","7","3","-2","NULL","NULL"
"","2013-12-11 11:46:00","202","2013-12-11 11:45:00","33108","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"00001136161409239366","2014-08-28 17:22:47","125","2014-08-28 17:15:00","33309","NULL","NULL","12300","12801","7","3","-2","NULL","NULL"
"","2014-05-11 19:57:00","8","2014-05-11 19:45:00","33307","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"","2014-05-18 14:25:00","175","2014-05-18 14:15:00","34216","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"","2014-02-10 10:45:00","71","2014-02-10 10:45:00","33610","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"00001140661409151146","2014-08-27 16:52:27","22","2014-08-27 16:45:00","33311","NULL","NULL","12300","12801","7","3","-2","NULL","NULL"
"00001070601411462822","2014-09-23 11:00:23","37","2014-09-23 11:00:00","33710","NULL","NULL","12300","12801","7","3","-2","NULL","NULL"
"","2014-02-14 15:14:00","32","2014-02-14 15:00:00","34605","NULL","NULL","12300","12801","7","3","-2","NULL","NULL"
"","2013-12-21 16:38:00","101","2013-12-21 16:30:00","33704","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"","2014-03-10 16:57:00","105","2014-03-10 16:45:00","33404","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"00001052931407751035","2014-08-11 11:57:16","38","2014-08-11 11:45:00","33610","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"00001108421404818827","2014-07-08 13:27:08","50","2014-07-08 13:15:00","33803","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"00001089681403184094","2014-06-19 15:21:36","26","2014-06-19 15:15:00","33703","NULL","NULL","12300","12801","7","3","-2","NULL","NULL"
"","2013-10-01 09:05:00","17","2013-10-01 09:00:00","33404","NULL","NULL","12300","12801","7","3","-2","NULL","NULL"
"","2014-03-07 20:39:00","74","2014-03-07 20:30:00","34203","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"00001059561406189881","2014-07-24 10:18:02","77","2014-07-24 10:15:00","34218","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"","2014-04-15 14:44:00","92","2014-04-15 14:30:00","33603","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"","2014-05-05 09:00:00","21","2014-05-05 09:00:00","33707","NULL","NULL","12300","12801","7","3","-2","NULL","NULL"
"","2014-04-25 08:32:00","207","2014-04-25 08:30:00","33408","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"","2014-02-08 15:15:00","45","2014-02-08 15:15:00","33208","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"","2013-12-11 09:24:00","30","2013-12-11 09:15:00","34704","NULL","NULL","12300","12801","7","3","-2","NULL","NULL"
"00001152601405757739","2014-07-19 10:15:40","73","2014-07-19 10:15:00","33302","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"","2014-02-01 13:30:00","145","2014-02-01 13:30:00","33408","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"","2014-04-25 17:06:00","52","2014-04-25 17:00:00","33708","NULL","NULL","12300","12801","7","3","-2","NULL","NULL"
"","2014-04-04 13:14:00","76","2014-04-04 13:00:00","33405","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"","2013-12-08 16:06:00","18","2013-12-08 16:00:00","33709","NULL","NULL","12300","12801","7","3","-2","NULL","NULL"
"00001124621404887664","2014-07-09 08:34:25","25","2014-07-09 08:30:00","33806","NULL","NULL","12300","12801","7","3","-2","NULL","NULL"
"","2013-12-09 10:50:00","208","2013-12-09 10:45:00","33804","NULL","NULL","12300","12801","7","3","-2","NULL","NULL"
"","2013-11-26 18:12:00","156","2013-11-26 18:00:00","33506","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"","2014-05-09 17:34:00","65","2014-05-09 17:30:00","33602","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"","2013-11-05 18:40:00","465","2013-11-05 18:30:00","33505","NULL","NULL","12300","12801","7","3","-2","NULL","NULL"
"00001115701407256986","2014-08-05 18:43:07","45","2014-08-05 18:30:00","33309","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"","2014-01-20 09:32:00","39","2014-01-20 09:30:00","33403","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"","2014-01-20 09:32:00","39","2014-01-20 09:30:00","33403","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"00001020251403509436","2014-06-23 09:43:57","69","2014-06-23 09:30:00","33304","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"00001139821409151055","2014-08-27 16:50:56","21","2014-08-27 16:45:00","33101","NULL","NULL","12300","12801","7","3","-2","NULL","NULL"
"00001084871411543548","2014-09-24 09:25:49","64","2014-09-24 09:15:00","33703","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"00001033301404738138","2014-07-07 15:02:19","59","2014-07-07 15:00:00","33309","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"","2013-12-25 20:19:00","60","2013-12-25 20:15:00","33803","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"","2014-03-21 14:54:00","74","2014-03-21 14:45:00","33802","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"","2014-05-02 07:23:00","53","2014-05-02 07:15:00","33307","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"","2013-12-12 09:28:00","16","2013-12-12 09:15:00","33407","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"","2013-11-04 15:17:00","29","2013-11-04 15:15:00","33108","NULL","NULL","12300","12801","7","3","-2","NULL","NULL"
"","2014-03-17 15:52:00","194","2014-03-17 15:45:00","33802","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"","2014-03-11 14:16:00","353","2014-03-11 14:15:00","33503","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"","2014-04-20 08:14:00","166","2014-04-20 08:00:00","33410","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"","2014-05-16 19:51:00","1","2014-05-16 19:45:00","34706","NULL","NULL","12300","12801","7","3","-2","NULL","NULL"
"00001025341404891026","2014-07-09 09:30:27","58","2014-07-09 09:30:00","33509","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"","2013-12-20 13:19:00","115","2013-12-20 13:15:00","33709","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"00001060191411033267","2014-09-18 11:41:09","23","2014-09-18 11:30:00","34216","NULL","NULL","12300","12801","7","3","-2","NULL","NULL"
"","2014-05-16 11:53:00","117","2014-05-16 11:45:00","33706","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"","2014-04-19 17:12:00","40","2014-04-19 17:00:00","33604","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"00001099871409222780","2014-08-28 12:46:21","43","2014-08-28 12:45:00","33203","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"","2014-04-24 11:46:00","65","2014-04-24 11:45:00","33706","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"","2013-12-22 11:08:00","138","2013-12-22 11:00:00","33408","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"","2013-12-17 14:05:00","142","2013-12-17 14:00:00","34703","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"","2013-11-25 10:06:00","108","2013-11-25 10:00:00","33303","NULL","NULL","12300","12801","7","3","-2","NULL","NULL"
"00001111401412228092","2014-10-02 07:34:53","17","2014-10-02 07:30:00","33301","NULL","NULL","12300","12801","7","3","-2","NULL","NULL"
"00001149711402603572","2014-06-12 22:06:13","55","2014-06-12 22:00:00","34218","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"","2014-05-20 14:42:00","10","2014-05-20 14:30:00","34506","NULL","NULL","12300","12801","7","3","-2","NULL","NULL"
"","2013-10-06 09:38:00","80","2013-10-06 09:30:00","33309","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"00001004671402330171","2014-06-09 18:09:32","48","2014-06-09 18:00:00","34218","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"","2014-05-28 17:26:00","30","2014-05-28 17:15:00","33406","NULL","NULL","12300","12801","7","3","-2","NULL","NULL"
"00001123361406379278","2014-07-26 14:54:39","60","2014-07-26 14:45:00","34210","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"","2013-10-08 20:14:00","31","2013-10-08 20:00:00","33306","NULL","NULL","12300","12801","7","3","-2","NULL","NULL"
"00001094241408282970","2014-08-17 15:42:51","28","2014-08-17 15:30:00","33703","NULL","NULL","12300","12801","7","3","-2","NULL","NULL"
"00001047611412447054","2014-10-04 20:24:16","63","2014-10-04 20:15:00","34218","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"00001025581408949341","2014-08-25 08:49:02","68","2014-08-25 08:45:00","33808","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"","2013-12-17 14:05:00","54","2013-12-17 14:00:00","34703","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"00001076351404480411","2014-07-04 15:26:52","26","2014-07-04 15:15:00","33408","NULL","NULL","12300","12801","7","3","-2","NULL","NULL"
"","2013-11-29 10:34:00","59","2013-11-29 10:30:00","33507","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"","2014-01-22 10:25:00","111","2014-01-22 10:15:00","33210","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"","2014-01-04 16:55:00","35","2014-01-04 16:45:00","33404","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"00001071271411488932","2014-09-23 18:15:34","80","2014-09-23 18:15:00","34216","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"","2014-03-12 13:44:00","66","2014-03-12 13:30:00","33709","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"00001086441411753343","2014-09-26 19:42:24","110","2014-09-26 19:30:00","33810","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"","2014-05-24 17:05:00","54","2014-05-24 17:00:00","33805","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"","2014-01-24 07:24:00","35","2014-01-24 07:15:00","33809","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"00001088441411492133","2014-09-23 19:08:54","16","2014-09-23 19:00:00","34216","NULL","NULL","12300","12801","7","3","-2","NULL","NULL"
"","2014-03-31 16:33:00","61","2014-03-31 16:30:00","33705","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"00001131371409340264","2014-08-29 21:24:25","30","2014-08-29 21:15:00","33408","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"","2014-05-31 18:01:00","49","2014-05-31 18:00:00","33508","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"00001031201403713448","2014-06-25 18:24:09","49","2014-06-25 18:15:00","33702","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"","2014-03-27 07:25:00","115","2014-03-27 07:15:00","33609","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"","2014-02-15 06:02:00","44","2014-02-15 06:00:00","33206","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"00001005121407951624","2014-08-13 19:40:25","81","2014-08-13 19:30:00","33804","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"","2014-04-15 09:26:00","90","2014-04-15 09:15:00","33703","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"","2014-04-18 16:15:00","15","2014-04-18 16:15:00","33804","NULL","NULL","12300","12801","7","3","-2","NULL","NULL"
"","2014-04-04 08:00:00","101","2014-04-04 08:00:00","33505","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"","2013-12-01 14:23:00","81","2013-12-01 14:15:00","33109","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"","2013-10-01 11:24:00","23","2013-10-01 11:15:00","33706","NULL","NULL","12300","12801","7","3","-2","NULL","NULL"
"00001042301408207440","2014-08-16 18:44:01","25","2014-08-16 18:30:00","34216","NULL","NULL","12300","12801","7","3","-2","NULL","NULL"
"","2014-01-09 14:34:00","57","2014-01-09 14:30:00","33109","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"00001092511406971492","2014-08-02 11:24:53","32","2014-08-02 11:15:00","33408","NULL","NULL","12300","12801","7","3","-2","NULL","NULL"
"","2013-11-21 12:49:00","47","2013-11-21 12:45:00","33508","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"","2014-04-02 14:15:00","44","2014-04-02 14:15:00","33409","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"","2013-11-20 18:19:00","34","2013-11-20 18:15:00","33804","NULL","NULL","12300","12801","7","3","-2","NULL","NULL"
"","2014-04-27 16:28:00","99","2014-04-27 16:15:00","33402","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"00001032761405708972","2014-07-18 20:42:53","109","2014-07-18 20:30:00","33406","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"","2014-05-09 17:24:00","58","2014-05-09 17:15:00","33308","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"00001010391403191731","2014-06-19 17:28:52","22","2014-06-19 17:15:00","33507","NULL","NULL","12300","12801","7","3","-2","NULL","NULL"
"00001002961406826980","2014-07-31 19:16:21","31","2014-07-31 19:15:00","34205","NULL","NULL","12300","12801","7","3","-2","NULL","NULL"
"","2014-06-01 10:43:00","25","2014-06-01 10:30:00","33308","NULL","NULL","12300","12801","7","3","-2","NULL","NULL"
"00001028451410257405","2014-09-09 12:10:06","20","2014-09-09 12:00:00","33701","NULL","NULL","12300","12801","7","3","-2","NULL","NULL"
"","2014-03-19 16:00:00","30","2014-03-19 16:00:00","33508","NULL","NULL","12300","12801","7","3","-2","NULL","NULL"
"","2014-02-19 15:38:00","55","2014-02-19 15:30:00","33701","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"","2014-02-19 15:38:00","55","2014-02-19 15:30:00","33701","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"","2014-04-05 23:11:00","91","2014-04-05 23:00:00","33108","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"00001040491405234945","2014-07-13 09:02:26","25","2014-07-13 09:00:00","34218","NULL","NULL","12300","12801","7","3","-2","NULL","NULL"
"","2014-01-15 09:09:00","243","2014-01-15 09:00:00","33306","NULL","NULL","12300","12801","7","3","-2","NULL","NULL"
"","2014-02-04 17:45:00","131","2014-02-04 17:45:00","33107","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"","2014-05-27 14:07:00","318","2014-05-27 14:00:00","33405","NULL","NULL","12300","12801","7","3","-2","NULL","NULL"
"","2013-11-22 11:05:00","81","2013-11-22 11:00:00","33406","NULL","NULL","12300","12801","7","3","-2","NULL","NULL"
"","2014-02-21 09:11:00","46","2014-02-21 09:00:00","33207","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"","2014-02-21 13:25:00","61","2014-02-21 13:15:00","33605","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"","2013-11-06 16:27:00","56","2013-11-06 16:15:00","33609","NULL","NULL","12300","12801","7","3","-2","NULL","NULL"
"","2014-06-04 10:03:00","17","2014-06-04 10:00:00","33806","NULL","NULL","12300","12801","7","3","-2","NULL","NULL"
"","2014-05-27 11:36:00","32","2014-05-27 11:30:00","33708","NULL","NULL","12300","12801","7","3","-2","NULL","NULL"
"00001106561404886498","2014-07-09 08:14:59","31","2014-07-09 08:00:00","33701","NULL","NULL","12300","12801","7","3","-2","NULL","NULL"
"00001030731403194693","2014-06-19 18:18:14","47","2014-06-19 18:15:00","33805","NULL","NULL","12999","12801","7","6","-2","NULL","NULL"
"00001095911410002576","2014-09-06 13:22:57","30","2014-09-06 13:15:00","33406","NULL","NULL","12300","12801","7","3","-2","NULL","NULL"
"00001050801410424317","2014-09-11 10:31:58","23","2014-09-11 10:30:00","34216","NULL","NULL","12300","12801","7","3","-2","NULL","NULL"
"00001023191408892115","2014-08-24 16:55:16","68","2014-08-24 16:45:00","34220","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"","2014-01-14 13:55:00","150","2014-01-14 13:45:00","33210","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"00001076171404003922","2014-06-29 03:05:23","79","2014-06-29 03:00:00","33209","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"00001105831404715795","2014-07-07 08:49:56","18","2014-07-07 08:45:00","33509","NULL","NULL","12300","12801","7","3","-2","NULL","NULL"
"00001016891402496940","2014-06-11 16:29:02","28","2014-06-11 16:15:00","33805","NULL","NULL","12300","12801","7","3","-2","NULL","NULL"
"","2013-12-28 17:06:00","20","2013-12-28 17:00:00","33204","NULL","NULL","12300","12801","7","3","-2","NULL","NULL"
"","2014-05-25 20:08:00","24","2014-05-25 20:00:00","33611","NULL","NULL","12300","12801","7","3","-2","NULL","NULL"
"00001081901409483869","2014-08-31 13:17:50","28","2014-08-31 13:15:00","33504","NULL","NULL","12300","12801","7","3","-2","NULL","NULL"
"","2013-12-28 10:44:00","44","2013-12-28 10:30:00","33407","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"","2014-05-07 22:57:00","48","2014-05-07 22:45:00","33308","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"","2013-12-07 08:01:00","30","2013-12-07 08:00:00","33406","NULL","NULL","12300","12801","7","3","-2","NULL","NULL"
"","2014-04-23 12:49:00","191","2014-04-23 12:45:00","33602","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"","2014-04-24 15:54:00","26","2014-04-24 15:45:00","33507","NULL","NULL","12300","12801","7","3","-2","NULL","NULL"
"","2014-01-20 22:09:00","87","2014-01-20 22:00:00","34610","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"","2014-04-07 13:39:00","20","2014-04-07 13:30:00","33608","NULL","NULL","12300","12801","7","3","-2","NULL","NULL"
"00001031981405971400","2014-07-21 21:36:41","59","2014-07-21 21:30:00","33302","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"","2013-12-05 18:35:00","62","2013-12-05 18:30:00","33507","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"","2014-01-20 14:54:00","792","2014-01-20 14:45:00","33509","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"00001108731404318325","2014-07-02 18:25:26","22","2014-07-02 18:15:00","33602","NULL","NULL","12999","12801","7","6","-2","NULL","NULL"
"00001039751412089223","2014-09-30 17:00:24","29","2014-09-30 17:00:00","33507","NULL","NULL","12300","12801","7","3","-2","NULL","NULL"
"","2014-05-08 19:02:00","54","2014-05-08 19:00:00","33303","NULL","NULL","12300","12801","7","3","-2","NULL","NULL"
"","2014-04-14 08:22:00","83","2014-04-14 08:15:00","33306","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"","2013-12-02 14:35:00","25","2013-12-02 14:30:00","33406","NULL","NULL","12300","12801","7","3","-2","NULL","NULL"
"","2013-11-04 15:18:00","14","2013-11-04 15:15:00","33101","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"","2014-02-19 00:56:00","31","2014-02-19 00:45:00","34604","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"00001153701410442407","2014-09-11 15:33:28","21","2014-09-11 15:30:00","33709","NULL","NULL","12300","12801","7","3","-2","NULL","NULL"
"","2014-05-07 08:31:00","117","2014-05-07 08:30:00","33504","NULL","NULL","12300","12801","7","3","-2","NULL","NULL"
"","2014-04-26 22:55:00","51","2014-04-26 22:45:00","33203","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"","2014-05-20 19:45:00","49","2014-05-20 19:45:00","33507","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"00001095931404302241","2014-07-02 13:57:22","90","2014-07-02 13:45:00","33704","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
"00001134991405959726","2014-07-21 18:22:07","58","2014-07-21 18:15:00","33802","NULL","NULL","12100","12801","7","1","-2","NULL","NULL"
